id;name;producer;nation;local1;varieties1;type;abv;degree;price;year;ml
137462;Almaden, White Zinfandel;Almaden Vineyards;USA;California;Zinfandel;Rose;10;11~13;0;0;1500
137466;Margaux Tradition;Andre Lurton;France;Bordeaux;Cabernet Sauvignon;Red;13;16~18;0;2015;750
137468;Baron philippe de Serres;Andre Quancard Andre;France;Bordeaux;;;;;0;2016;750
137469;Chateau de Montagne;Andre Quancard Andre;France;Bordeaux;Cabernet Sauvignon;Red;12;16~18;95,4;2008;750
137470;Laroussie Beaucastel Bordeaux Superieure;Andre Quancard Andre;France;Bordeaux;Cabernet Franc;Red;12;10~12;0;2016;750
137471;Chateau Bellegrave;Chateau Bellegrave;France;Bordeaux;Merlot;Red;12.5;16~18;206,7;2005;750
137472;Chateau Laubespin Medoc;Andre Quancard Andre;France;Bordeaux;Cabernet Sauvignon;Red;12;16~18;0;2013;750
137473;Laroque cantegrelle Medoc;Andre Quancard Andre;France;Bordeaux;Cabernet Sauvignon;Red;13;16~18;0;2016;750
137474;Andre Quancard Andre, Saint-Emilion;Andre Quancard Andre;France;Bordeaux;Merlot;Red;;;0;2012;750
137475;AQA, Montagne Bordeaux;Andre Quancard Andre;France;Bordeaux;Cabernet Sauvignon;Red;;;0;2014;750
137476;Chateau de Mole;Andre Quancard Andre;France;Bordeaux;Cabernet Sauvignon;Red;;;0;2016;750
137477;Antech Limoux, Doux et Fruite;Blanquette de Limoux Antech;France;;Mauzac;Red;6~7;16~18;132,5;0;750
137478;Antech Limoux, Frisson;Blanquette de Limoux Antech;France;;Mauzac;Red;6~7;16~18;0;0;750
137480;Antonin Rodet, Chablis;Antonin Rodet;France;Bourgogne;Chardonnay;White;13;8~10;0;2015;750
137481;Antonin Rodet, Chablis Premier Cru;Antonin Rodet;France;Bourgogne;Chardonnay;White;13;8~10;0;2015;750
137482;Chateau de Mercey, Mercurey 1er Cru En Saznay;Chateau de Mercey;France;Bourgogne;Pinot Noir;Red;;;0;2016;750
137483;Chateau de Rully;Chateau de Rully;France;Bourgogne;Pinot Noir;Red;13;16~18;0;2013;750
137484;Antonin Rodet, Aloxe Corton;Antonin Rodet;France;Bourgogne;Pinot Noir;Red;13;16~18;0;2014;750
137485;Antonin Rodet, Meursault Premier Cru 'Perriers';Antonin Rodet;France;Bourgogne;Chardonnay;White;13;10~12;0;2013;750
137486;Antonin Rodet, Pommard;Antonin Rodet;France;Bourgogne;Pinot Noir;Red;13;16~18;0;2013;750
137487;Antonin Rodet, Puligny Montrachet;Antonin Rodet;France;Bourgogne;Chardonnay;White;13;10~12;0;2012;750
137488;Antonin Rodet, Chambolle Musigny;Antonin Rodet;France;Bourgogne;Pinot Noir;Red;13;16~18;0;2010;750
137489;Antonin Rodet, Gevrey Chambertin;Antonin Rodet;France;Bourgogne;Pinot Noir;Red;13;16~18;0;2017;750
137490;Antonin Rodet, Nuits St Georges;Antonin Rodet;France;Bourgogne;Pinot Noir;Red;13;16~18;0;2010;750
137491;Antonin Rodet, Cotes du Rhone Rouge;Antonin Rodet;France;Rhone;Grenache;Red;13;16~18;0;2016;750
137492;Antonin Rodet, Macon Villages;Antonin Rodet;France;Bourgogne;Chardonnay;White;13;10~12;0;2015;750
137493;Antonin Rodet, Pouilly Fuisse;Antonin Rodet;France;Bourgogne;Chardonnay;White;13;10~12;0;2013;750
137494;Antonin Rodet, Bourgogne Pinot Noir;Antonin Rodet;France;Bourgogne;Pinot Noir;Red;12.5;16~18;0;2016;750
137495;B.R.Cohn, Carneros Chardonnay;BR Cohn Winery;USA;California;Chardonnay;White;14.3;11~13;0;2015;750
137496;B.R.Cohn, Silver Label Cabernet Sauvignon;BR Cohn Winery;USA;California;Cabernet Sauvignon;Red;14.1;16~18;0;2016;750
137497;B.R.Cohn, Sonoma Valley Merlot;BR Cohn Winery;USA;California;Merlot;Red;14.3;16~18;0;2013;750
137499;B.R.Cohn, Special Selection Cabernet Sauvignon;BR Cohn Winery;USA;California;Cabernet Sauvignon;Red;13.8;17~20;5830;1997;750
137501;Balbi Soprani, Nebbiolo d'Alba;Capetta Francesco Capetta  Balbi Soprani;Italy;Piemonte;Nebbiolo;Red;13;16~18;201,4;2004;750
137502;Balbi Soprani, Asti;Capetta Francesco Capetta  Balbi Soprani;Italy;Piemonte;Moscato;Sparkling;5~6;6~8;212;0;750
137503;Balbi Soprani, Barbera d'Asti  La Baudria;Capetta Francesco Capetta  Balbi Soprani;Italy;Piemonte;Barbera;Red;14;10~12;0;2012;750
137504;Balbi Soprani, Moscato d'Asti;Capetta Francesco Capetta  Balbi Soprani;Italy;Piemonte;Moscato;White;5~6;6~8;174,9;2018;750
137505;Balbi Soprani, Barbaresco;Capetta Francesco Capetta  Balbi Soprani;Italy;Piemonte;Nebbiolo;Red;13~14;16~18;524,7;2015;750
137506;Balbi Soprani, Barolo;Capetta Francesco Capetta  Balbi Soprani;Italy;Piemonte;Nebbiolo;Red;13~14;16~18;699,6;2014;750
137507;Balbi Soprani, Brachetto d'Acqui;Capetta Francesco Capetta  Balbi Soprani;Italy;Piemonte;Brachetto;Sparkling;6.5;6~8;243,8;0;750
137512;Brotte, Chateauneuf du Pape 'La Fiole du Pape';Brotte;France;Rhone;Grenache;Red;13;16~18;0;0;750
137525;Chateau Pouget;Chateau Pouget Grand Cru Classe4th Cru;France;Bordeaux;Cabernet Sauvignon;Red;12~13;16~18;0;2015;750
137534;Chateau Cadet Piola;Chateau Cadet Piola;France;Bordeaux;Bordeaux Blend Red;Red;13~14;16~18;0;2007;750
137537;Chateau Ciceron;Chateau Ciceron;France;Southern France;Syrah & Shiraz;Red;13~14;16~18;0;2015;750
137544;Chateau de Toulet;Chateau de Toulet;France;Bordeaux;Bordeaux Blend Red;Red;;;0;2016;750
137552;Chateau La Croix de Gay;Chateau La Croix de Gay;France;Bordeaux;;;;;0;1998;750
137576;Chateau de Serame, Cabernet Sauvignon;Chateau de Serame;France;Cabernet Sauvignon;;Red;13;16~18;0;2016;750
137577;Chateau de Serame, Chardonnay;Chateau de Serame;France;;Chardonnay;White;12;10~12;0;2016;750
137578;Chateau de Serame, Merlot;Chateau de Serame;France;;Merlot;Red;12;16~18;0;2015;750
137585;Chateau Tour Haut Vignoble;Chateau Tour Haut Vignoble;France;Bordeaux;Bordeaux Blend Red;Red;;;0;2014;750
137586;Chialri 1860, Lambrusco Bianco;Chiarli  Cleto Chiarli;Italy;;Lambrusco;White;7.5;10~12;68,9;0;750
137588;Chialri 1860, Lambrusco Rosso;Chiarli  Cleto Chiarli;Italy;;Lambrusco;Red;7~8;10~12;68,9;0;750
137591;Citra, Merlot;Citra;Italy;;Merlot;Red;13;16~18;0;2017;750
137592;Citra, Montepulciano d'Abruzzo;Citra;Italy;Abruzzo;Montepulciano;Red;13;16~18;106;2008;750
137593;Citra, Sangiovese;Citra;Italy;Abruzzo;Sangiovese;Red;13;16~18;106;2017;750
137594;Citra, Trebbiano d'Abruzzo;Citra;Italy;Abruzzo;Trebbiano;White;12;16~18;0;2017;750
137595;Citra, Lavs Vitae Montepulciano d'Abruzzo;Citra;Italy;Abruzzo;Montepulciano;Red;14;16~18;0;2016;750
137596;Citra, Lavs Vitae Trebbiano d'Abruzzo;Citra;Italy;Abruzzo;Trebbiano;White;14;10~12;0;2014;750
137597;Citra, Palio Chardonnay;Citra;Italy;Abruzzo;Chardonnay;White;13;10~12;0;2013;750
137598;Citra, Palio Montepulciano d'Abruzzo;Citra;Italy;Abruzzo;Montepulciano;Red;13.5;16~18;0;2016;750
137600;Agustinos, Cabernet Sauvignon;Agustinos;Chile;Aconcagua;Cabernet Sauvignon;Red;13.7;16~18;79,5;2010;750
137601;Agustinos, Grand Reserve Cabernet Sauvignon;Agustinos;Chile;Aconcagua;Cabernet Sauvignon;Red;13.7;16~18;238,5;2007;750
137602;Agustinos, Reserva Cabernet Sauvignon;Agustinos;Chile;Aconcagua;Cabernet Sauvignon;Red;13.2;16~18;111,3;2009;750
137603;Casa Porta Collection Reserve Cabernet Sauvignon;Porta Winery;Chile;Aconcagua;Cabernet Sauvignon;Red;13.5;16~19;132,5;2009;750
137605;Porta Cima;Porta Winery;Chile;Aconcagua;Cabernet Sauvignon;Red;13.5;16~18;636;2007;750
137606;Agustinos, Grand Reserva Malbec;Agustinos;Chile;Southern Region;Malbec;Red;13.5;16~18;238,5;2015;750
137607;Agustinos, Reserva Sauvignon Blanc;Agustinos;Chile;Southern Region;Sauvignon blanc;White;13.2;9~12;111,3;2016;750
137608;Agustinos, Winemaker Selection Pinot Noir;Agustinos;Chile;Southern Region;Pinot Noir;Red;14;16~18;132,5;2015;750
137609;Casa Porta Limited Reserve Pinot Noir;Porta Winery;Chile;Southern Region;Pinot Noir;Red;14;16~18;148,4;2015;750
137610;Porta, Pinot Noir Grand Reserve;Porta Winery;Chile;Southern Region;Pinot Noir;Red;14;16~18;328,6;2015;750
137611;Casa Porta Cabernet Sauvignon;Porta Winery;Chile;Central Valley;Cabernet Sauvignon;Red;13.5;16~18;116,6;2009;750
137612;Casa Porta Grand Collection Cabernet Sauvignon;Porta Winery;Chile;Central Valley;Cabernet Sauvignon;Red;14.2;16~18;212;2008;750
137613;Casa Porta Grand Collection Chardonnay;Porta Winery;Chile;Curico Valley;Chardonnay;White;14.2;10~12;212;2014;750
137615;Porta, Sauvignon Blanc Reserve;Porta Winery;Chile;Curico Valley;Sauvignon blanc;White;13.5;16~18;148,4;2007;750
137616;Casa Porta, Limited Reserve Sauvignon Blanc;Porta Winery;Chile;Curico Valley;Sauvignon blanc;White;13;10~12;0;2013;750
137617;Agustinos, Carmenere;Agustinos;Chile;Maipo Valley;Carmenere;Red;13.5;16~18;90,1;2009;750
137618;Casa Porta Collection Reserve Merlot;Porta Winery;Chile;Maipo Valley;Merlot;Red;13.5;16~19;132,5;2009;750
137619;Casa Porta Limited Reserve Cabernet Carmenere;Porta Winery;Chile;Maipo Valley;Cabernet Sauvignon;Red;13.5;16~18;148,4;2007;750
137620;Porta, Carmenere Reserve;Porta Winery;Chile;Maipo Valley;Carmenere;Red;13.5;16~18;0;2010;750
137621;Agustinos, Winemaker Selection Cabernet Carmenere;Agustinos;Chile;Rapel Valley;Cabernet Sauvignon;Red;14;16~18;132,5;2008;750
137622;Casa Porta, Limited Reserve Syrah Merlot;Porta Winery;Chile;Rapel Valley;Syrah & Shiraz;Red;14;16~18;0;2010;750
137624;Porta Merlot;Porta Winery;Chile;Rapel Valley;Merlot;Red;13.5;16~18;116,6;2009;750
137625;Craggy Range, Gimblett Gravels Vineyards Merlot;Craggy Range;New Zealand;North Island;Merlot;Red;14;16~18;0;2005;750
137626;Craggy Range, Te Muna Road Vineyard Sauvignon Blanc;Craggy Range;New Zealand;North Island;Sauvignon blanc;White;13;10~12;0;2007;750
137627;Del Fin Del Mundo, Postales Malbec;Del Fin Del Mundo;Argentina;;Malbec;Red;;;0;2017;750
137628;Del Fin Del Mundo, Postales Merlot;Del Fin Del Mundo;Argentina;;Merlot;Red;;;0;2014;750
137629;Del Fin Del Mundo, Reserve Pinot Noir;Del Fin Del Mundo;Argentina;Pinot Noir;;Red;;;0;2014;750
137632;Domaine Jacques Prieur, Beaune 1er Cru Les Champs Pimont;Domaine Jacques Prieur;France;Bourgogne;Pinot Noir;Red;13;16~18;927,5;2014;750
137633;Domaine Jacques Prieur, Beaune 1er Cru Champs Pimont Blanc;Domaine Jacques Prieur;France;Bourgogne;Chardonnay;White;12~13;10~12;1060;2016;750
137634;Domaine Jacques Prieur, Beaune 1er Cru Clos de la Feguine Blanc;Domaine Jacques Prieur;France;Bourgogne;Chardonnay;White;13;10~12;1219;2014;750
137635;Domaine Jacques Prieur, Beaune 1er Cru Clos de la Feguine Rouge;Domaine Jacques Prieur;France;Bourgogne;Pinot Noir;Red;13;16~18;1272;2014;750
137636;Domaine Jacques Prieur, Beaune 1er Cru les Greves;Domaine Jacques Prieur;France;Bourgogne;Pinot Noir;Red;13;16~18;1272;2014;750
137637;Domaine Jacques Prieur, Chevalier Montrachet Grand Cru;Domaine Jacques Prieur;France;Bourgogne;Chardonnay;White;13;10~13;6360;2014;750
137638;Domaine Jacques Prieur, Corton Bressandes Grand Cru;Domaine Jacques Prieur;France;Bourgogne;Pinot Noir;Red;13;16~18;3180;2014;750
137639;Domaine Jacques Prieur, Meursault 1er Cru Santenots;Domaine Jacques Prieur;France;Bourgogne;Chardonnay;White;13;10~12;1431;2006;750
137640;Domaine Jacques Prieur, Meursault Clos de Mazeray Blanc;Domaine Jacques Prieur;France;Bourgogne;Chardonnay;White;13;8~10;1272;2014;750
137641;Domaine Jacques Prieur, Montrachet Grand Cru;Domaine Jacques Prieur;France;Bourgogne;Chardonnay;White;13;10~12;9540;2013;750
137642;Domaine Jacques Prieur, Puligny Montrachet 1er Cru les Combettes;Domaine Jacques Prieur;France;Bourgogne;Chardonnay;White;13~14;8~10;2014;2014;750
137643;Domaine Jacques Prieur, Volnay 1er Cru Champans;Domaine Jacques Prieur;France;Bourgogne;Pinot Noir;Red;13;16~18;1908;2014;750
137644;Domaine Jacques Prieur, Volnay 1er Cru Clos des Santenots;Domaine Jacques Prieur;France;Bourgogne;Pinot Noir;Red;13;16~18;1855;2014;750
137645;Domaine Jacques Prieur, Chambertin Grand Cru;Domaine Jacques Prieur;France;Bourgogne;Pinot Noir;Red;13;16~19;3445;2014;750
137646;Domaine Jacques Prieur, Clos de Vougeot Grand Cru;Domaine Jacques Prieur;France;Bourgogne;Pinot Noir;Red;13;16~18;2650;2014;750
137647;Domaine Jacques Prieur, Echezeaux Grand Cru;Domaine Jacques Prieur;France;Bourgogne;Pinot Noir;Red;14;16~18;3975;2014;750
137648;Domaine Jacques Prieur, Les Musigny Grand Cru;Domaine Jacques Prieur;France;Bourgogne;Pinot Noir;Red;13;16~18;5565;2014;750
137649;Domini Veneti, Bardolino Chiaretto Classico;Domini Veneti;Italy;Veneto;Corvina;Rose;12.4;16~18;0;2004;375
137650;Domini Veneti, Soave Classico;Domini Veneti;Italy;Veneto;Garganega;White;12.2;16~18;0;2005;750
137652;Domini Veneti, Soave Classico Superiore Ca de Napa;Domini Veneti;Italy;Veneto;Garganega;White;13;16~18;0;2004;750
137653;Domini Veneti, Amarone Classico della Valpolicella Vigneti di Jago;Domini Veneti;Italy;Veneto;Corvina Veronese;Red;15~16;16~18;0;2000;750
137654;Domini Veneti, Amarone della Valpolicella Classico;Domini Veneti;Italy;Veneto;Corvina Veronese;Red;15~16;16~18;0;2004;750
137655;Domini Veneti, Recioto Della Valpolicella Classico;Domini Veneti;Italy;Veneto;Corvina Veronese;Red;12~13;16~18;0;2005;750
137656;Domini Veneti, Valpolicella Classico Ripasso Vigneti di Torbe;Domini Veneti;Italy;Veneto;Corvina Veronese;Red;13.4;16~18;371;2004;750
137657;Domini Veneti, Valpolicella Classico Superiore;Domini Veneti;Italy;Veneto;Corvina;Red;12~13;16~18;0;2005;750
137659;Domini Veneti, Valpolicella Classico Superiore Ripasso La Casetta;Domini Veneti;Italy;Veneto;Corvina Veronese;Red;13~14;16~18;0;2003;750
137660;Pepperwood Grove, Cabernet Sauvignon;Don Sebastiani  Sons;USA;California;Cabernet Sauvignon;Red;13.5;16~18;0;2015;750
137661;Pepperwood Grove, Merlot;Don Sebastiani  Sons;USA;California;Merlot;Red;13.8;16~18;0;2016;750
137662;Don Sebastiani & Sons, Screw Kappa Napa Cabernet Sauvignon;Don Sebastiani  Sons;USA;California;Cabernet Sauvignon;Red;14;16~18;318;2013;750
137663;Don Sebastiani & Sons, Screw Kappa Napa Merlot;Don Sebastiani  Sons;USA;California;Merlot;Red;13.7;16~18;0;2017;750
137664;Don Sebastiani & Sons, Smoking Loon Cabernet Sauvignon;Don Sebastiani  Sons;USA;California;Cabernet Sauvignon;Red;13.7;16~18;190,8;2010;750
137665;Don Sebastiani & Sons, Smoking Loon Chardonnay;Don Sebastiani  Sons;USA;California;Chardonnay;White;14;10~12;212;2007;750
137666;Don Sebastiani & Sons, Smoking Loon Merlot;Don Sebastiani  Sons;USA;California;Merlot;Red;13.7;16~18;190,8;2010;750
137667;Don Sebastiani & Sons, Smoking Loon Syrah;Don Sebastiani  Sons;USA;California;Syrah & Shiraz;Red;13.8;16~18;212;2007;750
137668;Don Sebastiani & Sons, Smoking Loon Viognier;Don Sebastiani  Sons;USA;California;Viognier;White;13.8;8~10;212;2007;750
137669;Dourthe, Beau Mayne Blanc;Dourthe  Vins  Vignobles Dourthe;France;Bordeaux;Sauvignon blanc;White;12;10~12;132,5;2004;750
137670;Dourthe, Beau Mayne Rouge;Dourthe  Vins  Vignobles Dourthe;France;Bordeaux;Cabernet Sauvignon;Red;12.5;16~18;137,8;2007;750
137671;Chateau Pey La Tour;Dourthe  Vins  Vignobles Dourthe;France;Bordeaux;Merlot;Red;14~15;16~18;222,6;2016;750
137672;Chateau Pey La Tour Reserve Bordeaux Superieur;Dourthe  Vins  Vignobles Dourthe;France;Bordeaux;Merlot;Red;14~15;16~18;349,8;2015;750
137673;Dourthe, Cuvee 202 Blanc;Dourthe  Vins  Vignobles Dourthe;France;;Semillon;White;11;8~10;68,9;0;750
137674;Dourthe, Cuvee 202 Rouge;Dourthe  Vins  Vignobles Dourthe;France;Syrah  Shiraz;Grenache;Red;11.5;16~18;68,9;0;750
137675;Dourthe, Bordeaux Demi sec Grands Terroirs;Dourthe  Vins  Vignobles Dourthe;France;Bordeaux;Semillon;White;11;10~12;127,2;2007;750
137677;Dourthe, Grands Terroirs Bordeaux Superieur ;Dourthe  Vins  Vignobles Dourthe;France;Bordeaux;Merlot;Red;13~14;16~18;164,3;2016;750
137680;Dourthe Essence;Dourthe  Vins  Vignobles Dourthe;France;Bordeaux;Cabernet Sauvignon;Red;13~14;17~19;4187;2015;750
137682;Dourthe, Le Cardinal Bordeaux;Dourthe  Vins  Vignobles Dourthe;France;Bordeaux;Merlot;Red;13;16~18;159;2007;750
137686;Dourthe, Greve La Grande Cuvee;Dourthe  Vins  Vignobles Dourthe;France;Bordeaux;Cabernet Sauvignon;Red;12.5;16~18;212;2005;750
137687;Chateau Reysson;Dourthe  Vins  Vignobles Dourthe;France;Bordeaux;Cabernet Franc;Red;14~15;16~19;524,7;2015;750
137692;Dourthe, Medoc La Grande Cuvee;Dourthe  Vins  Vignobles Dourthe;France;Bordeaux;Cabernet Sauvignon;Red;13;16~18;275,6;2005;750
137696;Heritage de Le Boscq;Dourthe  Vins  Vignobles Dourthe;France;Bordeaux;Merlot;Red;12~13;16~18;524,7;2013;750
137698;Domaine de Montrabech;Dourthe  Vins  Vignobles Dourthe;France;Syrah  Shiraz;Grenache Noir;Red;12;16~18;0;2017;750
137700;Dr. ZenZen, Icewein;Dr zen zen;Germany;Rheinhessen;Silvaner;White;10;6~8;265;2005;375
137703;Echeverria, Classic Cabernet Sauvignon;Echeverria;Chile;Curico Valley;Cabernet Sauvignon;Red;14;16~18;0;2017;750
137704;Echeverria, Classic Carmenere;Echeverria;Chile;Curico Valley;Carmenere;Red;13.5;16~18;0;2016;750
137705;Echeverria, Classic Merlot;Echeverria;Chile;Curico Valley;Merlot;Red;12.7;16~18;0;2016;750
137706;Echeverria, Family Reserva Cabernet Sauvignon;Echeverria;Chile;Curico Valley;Cabernet Sauvignon;Red;14;16~18;0;2017;750
137707;Echeverria, Family Reserva Chardonnay;Echeverria;Chile;Curico Valley;Chardonnay;White;14;10~12;0;2015;750
137710;Echeverria, Reserva Chardonnay;Echeverria;Chile;Curico Valley;Chardonnay;White;14;10~12;0;2017;750
137714;Valle Dorado Merlot;Echeverria;Chile;Central Valley;Merlot;Red;13~14;16~18;0;2020;750
137716;Elliot Rocket Estate, Estancia Cabernet Sauvignon;Elliot Rocket Estate;USA;California;Cabernet Sauvignon;Red;;;0;2012;750
137717;Elliot Rocket Estate, Estancia Chardonnay;Elliot Rocket Estate;USA;California;Chardonnay;White;;;0;2012;750
137725;Geografico, Chianti Classico Fagnano;Geografico;Italy;Toscana;Sangiovese;Red;12.5;16~18;0;2002;750
137726;Geografico, Chianti Classico;Geografico;Italy;Toscana;Sangiovese;Red;12~13;16~18;0;2003;750
137727;Geografico, Chianti Classico Riserva Montegiachi;Geografico;Italy;Toscana;Sangiovese;Red;12.5;16~18;0;2001;750
137728;Geografico, Chianti Classico Riserva San Giovanni;Geografico;Italy;Toscana;Sangiovese;Red;;;0;2002;750
137729;Geografico, Chianti Colli Senesi;Geografico;Italy;Toscana;Sangiovese;Red;13~14;16~18;159;2019;750
137731;Geografico, Chianti Colli Senesi Torri;Geografico;Italy;Toscana;Sangiovese;Red;;;0;2004;750
137732;Geografico, Brunello di Montacino;Geografico;Italy;Toscana;Sangiovese;Red;14~15;16~18;1028,2;2015;750
137733;Geografico, Rosso di Montalcino;Geografico;Italy;Toscana;Sangiovese;Red;13~14;16~18;434,6;2016;750
137734;Geografico, Vino Nobile di Montepulciano Cerraia;Geografico;Italy;Toscana;Prugnolo Gentile;Red;13.5;16~18;0;2002;750
137735;Geografico, Vernaccia di San Gimignano;Geografico;Italy;Toscana;Vernaccia;White;12~13;10~12;159;2020;750
137736;Geografico, Le Mire Bianco;Geografico;Italy;Toscana;Trebbiano;White;12;10~12;0;2004;750
137737;Geografico, Le Mire Sangiovese;Geografico;Italy;Toscana;Sangiovese;Red;12;16~18;0;2004;750
137738;Geografico, Pulleraia;Geografico;Italy;Toscana;Merlot;Red;13~14;16~18;572,4;2012;750
137742;Grant Burge Filsell Shiraz;Grant Burge;Australia;South Australia;Syrah & Shiraz;Red;14;16~18;636;2017;750
137743;Grant Burge, Kraft Sauvignon Blanc;Grant Burge;Australia;South Australia;Sauvignon blanc;White;12.5;8~10;0;2016;750
137751;Grant Burge, Benchmark Merlot;Grant Burge;Australia;South Australia;Merlot;Red;13.5;16~18;0;2015;750
137753;Grant Burge, gb32 Chardonnay;Grant Burge;Australia;South Australia;Chardonnay;White;13;10~12;174,9;2017;750
137754;Grant Burge, gb88 Cabernet Sauvignon;Grant Burge;Australia;South Australia;Cabernet Sauvignon;Red;14;16~18;0;2019;750
137755;Bodegas Lagunilla, Casa del Comendador Gran Reserva;Bodegas Lagunilla;Spain;Rioja;Tempranillo;Red;12.5;16~18;0;2016;750
137756;Bodegas Lagunilla, Casa del Comendador Crianza;Bodegas Lagunilla;Spain;Rioja;Tempranillo;Red;13;16~18;0;2015;750
137757;Bodegas Lagunilla, Casa del Comendador Reserva;Bodegas Lagunilla;Spain;Rioja;Tempranillo;Red;13;16~18;0;2012;750
137759;Bodegas Lagunilla, Reserva Rioja;Bodegas Lagunilla;Spain;Rioja;Tempranillo;Red;13;16~18;0;2015;750
137760;Bodegas Lagunilla, Tempranillo Rioja;Bodegas Lagunilla;Spain;Rioja;Tempranillo;Red;12.5;16~18;0;2016;750
137764;Saint Vincent Sweet;Les Domaines Auriol;France;Southern France;Grenache;Red;11~12;10~12;63,6;0;750
137767;Chateau Chapelle Maracan;GCF  GCF Group;France;Bordeaux;Bordeaux Blend Red;Red;;;0;2003;750
137769;Chateau Chapelle Maracan Blanc;GCF  GCF Group;France;Bordeaux;Semillon;White;;;0;2005;750
137771;La Chapelle D'Alienor;GCF  GCF Group;France;Bordeaux;Cabernet Sauvignon;Red;;;0;2003;750
137772;Chateau Blanzac Cuvee Prestige;GCF  GCF Group;France;Bordeaux;Cabernet Sauvignon;Red;13;10~12;0;2001;750
137777;Chateau La Valette;GCF  GCF Group;France;Bordeaux;Merlot;Red;12.5;16~18;0;2003;750
137783;Chateau Tertes Daugay;GCF  GCF Group;France;Bordeaux;Bordeaux Blend Red;Red;;;0;2002;750
137789;Chateau Fayau;GCF  GCF Group;France;;Semillon;White;13.5;16~18;0;2016;750
137790;Chateau Puy Guerin;GCF  GCF Group;France;Bordeaux;Cabernet Sauvignon;Red;13;16~18;0;2004;750
137791;Manischewitz Concord;Manischewitz;USA;New York State;Concord;Red;11;10~12;60,95;0;1500
137793;Manishewitz, Cream Red Concord;Manischewitz;USA;New York State;Concord;Red;11;14~16;0;0;750
